Child,Parent
Apicoposterior segmental artery,Segmental pulmonary artery
Perforating branch of posterior interosseous artery,Branch of common interosseous artery
Neural network of index finger,Neural network of finger
Vasculature of heart,Vasculature of organ
Periosteum of epiphysis of right tibia,Periosteum of epiphysis of tibia
Trunk of dental branch of right inferior alveolar artery,Trunk of dental branch of inferior alveolar artery
Proximal interphalangeal joint of right little finger,Proximal interphalangeal joint of little finger
Deep lymphatic vessel of left wrist,Deep lymphatic vessel of wrist
Muscle layer of uterine tube,Smooth muscle layer
Nasal margin of frontal bone,Anatomical border of subdivision of skull
Left suprarenal nerve plexus,Suprarenal nerve plexus
Distoincisopalatal surface of tooth,Surface of tooth
Right dorsal intermetatarsal ligament,Dorsal intermetatarsal ligament
Anorectal lymph node,Visceral lymph node of abdomen proper
Perimysium of teres minor,Fascia of teres minor
Petrous apex of mastoid,Zone of petrous part of temporal bone
Trunk of left brachial artery,Trunk of brachial artery
Root of right seventh cervical nerve,Root of seventh cervical nerve
Brodmann area 33,Brodmann area
Right posterior internal vertebral venous plexus of sacral vertebra,Posterior internal vertebral venous plexus of sacral vertebra
Periosteum of left transverse process of ninth thoracic vertebra,Periosteum of transverse process of ninth thoracic vertebra
Peripheral segment of right first cervical spinal nerve,Peripheral segment of first cervical spinal nerve
Peripheral segment of right second cervical spinal nerve,Peripheral segment of second cervical spinal nerve
Peripheral segment of left first cervical spinal nerve,Peripheral segment of first cervical spinal nerve
Compact bone of right lamina of third thoracic vertebra,Compact bone of lamina of third thoracic vertebra
Trunk of radial nerve,Trunk of peripheral nerve
Body of nail of right fourth toe,Body of nail of fourth toe
Autodesmosome,Desmosome
Articular cartilage of trapezoid facet of scaphoid,Articular cartilage of scaphoid
Right descending genicular artery,Descending genicular artery
Inferior articular process proper of second thoracic vertebra,Inferior articular process proper of thoracic vertebra
Inferior articular process proper of third thoracic vertebra,Inferior articular process proper of thoracic vertebra
Inferior articular process proper of first thoracic vertebra,Inferior articular process proper of thoracic vertebra
Inferior articular process proper of fifth thoracic vertebra,Inferior articular process proper of thoracic vertebra
Inferior articular process proper of fourth thoracic vertebra,Inferior articular process proper of thoracic vertebra
Set of true ribs [I-VII],Set of ribs
White matter of right anterior cingulate gyrus,White matter of anterior cingulate gyrus
White matter of isthmus of cingulate gyrus,White matter of gyrus of limbic lobe
White matter of left anterior cingulate gyrus,White matter of anterior cingulate gyrus
White matter of isthmus of left cingulate gyrus,White matter of isthmus of cingulate gyrus
White matter of isthmus of right cingulate gyrus,White matter of isthmus of cingulate gyrus
Trunk of infrapatellar branch of left saphenous nerve,Trunk of infrapatellar branch of saphenous nerve
Wall of right anterior segmental bronchus,Wall of anterior segmental bronchus
Deep petrosal part of nerve of pterygoid canal,Subdivision of nerve of pterygoid canal
Anterior division of lumbar plexus,Branch of anterior ramus of lumbar nerve
Branch of right tenth intercostal nerve to right transversus abdominis,Branch of tenth intercostal nerve to transversus abdominis
Torus of right pharyngotympanic tube,Torus of pharyngotympanic tube
Styloid process of right ulna,Styloid process of ulna
Lymphatic tree of skin of upper inner quadrant of breast,Lymphatic tree of skin of upper quadrant of breast
Lymphatic tree of skin of lower inner quadrant of breast,Lymphatic tree of skin of lower quadrant of breast
Lymphatic tree of skin of upper outer quadrant of breast,Lymphatic tree of skin of upper quadrant of breast
Lymphatic tree of skin of lower outer quadrant of breast,Lymphatic tree of skin of lower quadrant of breast
Trunk of posterior temporal artery,Trunk of temporal artery
Posterior rootlet of right third thoracic nerve,Posterior rootlet of third thoracic nerve
Set of pectoral branches of thoraco-acromial artery,Set of arteries
Set of straight arterioles of kidney,Set of arteries
Surface of proximal metaphysis of left fifth metacarpal bone,Surface of proximal metaphysis of fifth metacarpal bone
Left posterior semicircular canal,Posterior semicircular canal
Labial surface layer of right upper lateral incisor tooth,Labial surface layer of upper lateral incisor tooth
Skin of medial part of right leg,Skin of medial part of leg
Trunk of tubal part of left uterine artery,Trunk of tubal part of uterine artery
Left fourth carpometacarpal joint,Fourth carpometacarpal joint
Trunk of palmar carpal branch of radial artery,Trunk of branch of radial artery
Muscle fasciculus of first dorsal interosseous of hand,Muscle fasciculus of dorsal interosseous of hand
Root pulp of first lower molar tooth,Root pulp of lower molar tooth
Articular branch of ninth intercostal nerve,Articular branch of intercostal nerve
Left pericardial artery,Pericardial artery
Ascending frontal vein,Tributary of superior sagittal sinus
Cartilage of superior surface of body of ninth thoracic vertebra,Cartilage of superior surface of body of thoracic vertebra
T7 segment of right ventral gray column of spinal cord,T7 segment of ventral gray column of spinal cord
T6 segment of right ventral gray column of spinal cord,T6 segment of ventral gray column of spinal cord
T7 segment of left ventral gray column of spinal cord,T7 segment of ventral gray column of spinal cord
T6 segment of left ventral gray column of spinal cord,T6 segment of ventral gray column of spinal cord
T7 segment of ventral gray column of spinal cord,Thoracic subsegment of ventral gray column of spinal cord
Lateral branch of supra-orbital nerve,Branch of supra-orbital nerve
Basal ramus of right lateral basal segmental artery,Branch of right lateral basal segmental artery
Intralaminar nucleus of thalamus,Nucleus of thalamus
Infraclavicular part of brachial nerve plexus,Subdivision of brachial nerve plexus
Trunk of gemellus inferior branch of left sacral plexus,Trunk of gemellus inferior branch of sacral plexus
Aponeurosis proper of transversus abdominis,Zone of aponeurosis of transversus abdominis
Left parasternal line,Parasternal line
Set of medullary rays of kidney,Set of organ subdivisions of kidney
Compact bone of diaphysis proper of metacarpal bone,Compact bone of diaphysis proper
Trunk of episcleral artery,Trunk of branch of muscular branch of ophthalmic artery
Trunk of right thalamotuberal artery,Trunk of thalamotuberal artery
Zygomatic bone,Irregular bone
Wall of right nasolacrimal duct,Wall of nasolacrimal duct
Tendon of fourth dorsal interosseus of foot,Tendon of dorsal interosseous of foot
Aponeurosis of external oblique,Aponeurosis
Fimbriated fold of tongue,Zone of ventrum of tongue
Lateral wall of external nose,Subdivision of external nose
Trunk of circumflex fibular artery,Branch of posterior tibial artery
Perimysium of biceps femoris,Fascia of biceps femoris
Epimysium of rectus capitis anterior,Fascia of rectus capitis anterior
Tendon of left extensor hallucis longus,Tendon of extensor hallucis longus
Synovial membrane of articular capsule of distal interphalangeal joint of right ring finger,Synovial membrane of articular capsule of distal interphalangeal joint of ring finger
Medial head of third dorsal interosseous of left foot,Medial head of third dorsal interosseus of foot
Tendon of left flexor hallucis longus,Tendon of flexor hallucis longus
Gastrin,Biogenic peptide
Cuboid bone,Tarsal bone
Right thenar fascia,Thenar fascia
Trunk of right temporal artery,Trunk of temporal artery
Peritrigeminal nucleus,Nucleus of medulla oblongata
C4 branch to right longus colli,C4 branch to longus colli
Cartilage of superior surface of posterolateral part of body of first lumbar vertebra,Cartilage of posterolateral part of body of first lumbar vertebra
Trunk of tributary of posterior intercostal vein,Trunk of tributary of superior systemic venous tree
Trunk of dorsal tributary of posterior intercostal vein,Trunk of tributary of posterior intercostal vein
A2 pulley of left little finger,A2 pulley of little finger
Set of superficial dorsal veins of clitoris,Set of systemic veins
A4 pulley of right little finger,A4 pulley of little finger
Synovial tendon sheath of index finger,Synovial tendon sheath of finger
Levator costae,Muscle of thorax
Skeleton of left hand,Skeleton of hand
Skin of female thorax,Skin of thorax
Skin of female abdomen,Skin of abdomen
Skin of female trunk,Skin of trunk
Skin of male thorax,Skin of thorax
Skin of male abdomen,Skin of abdomen
Subdivision of hemolymphoid system,Set of heterogeneous anatomical structures
Stereocilium of cochlear hair cell,Stereocilium
Pubic part of right obturator artery,Pubic part of obturator artery
Surface of body of fourth cervical vertebra,Surface of body of cervical vertebra
Gray matter of right superior frontal gyrus,Gray matter of superior frontal gyrus
Gray matter of left superior frontal gyrus,Gray matter of superior frontal gyrus
Gray matter of middle frontal gyrus,Gray matter of gyrus of frontal lobe
Gray matter of right middle frontal gyrus,Gray matter of middle frontal gyrus
Lamina propria of body of stomach,Lamina propria
Left paraterminal gyrus,Paraterminal gyrus
Cardiac muscle tissue of left auricle,Cardiac muscle tissue of auricle
Surface of lower lobe of lung,Surface of lobe of lung
Wall of trunk of atrial branch of right coronary artery,Wall of trunk of branch of right coronary artery
Wall of trunk of anterior atrial branch of right coronary artery,Wall of trunk of atrial branch of right coronary artery
Wall of trunk of lateral atrial branch of right coronary artery,Wall of trunk of atrial branch of right coronary artery
Wall of trunk of right conus artery,Wall of trunk of branch of right coronary artery
Wall of trunk of posterior atrial branch of right coronary artery,Wall of trunk of atrial branch of right coronary artery
Periosteum of fifth lumbar vertebra,Periosteum of lumbar vertebra
