Child,Parent
Serdaioi?,people
Semirus (river),river
Semnum,station
Serra Maiori,settlement
Sikeloi,label
Sikeloi,people
Sila (mountain),mountain
Siris,settlement
Siris/Semnus (river),river
Skidros,settlement
Skylakion Oros,label
Skylakion Oros,mountain
Spezzano Albanese,settlement
Strongyle (island),island
‘Subsicivo’?,station
Sybaris/Thurii/Copia,settlement
Sybaris/Thurii/Copia,port
Sybaris/Thurii/Copia,archaeological-site
Sybaris,settlement
Sybaris (river),river
Tacina,station
Taisia(i),settlement
Talaos (river),river
Talaos Kolpos,water-open
Tannus (river),river
Taurianum,settlement
Tauri(a)num/‘Vaticanum’ Pr.,cape
Tauri(a)num/‘Vaticanum’ Pr.,lighthouse
Temesa/Tempsa,settlement
Terina?,settlement
Terravecchia,settlement
Teura,settlement
Teura,settlement-modern
Teuranus Ager,region
Teuranus Ager,label
Thagines (river),river
Thebae Lucanae?,settlement
Thurinus Sinus,water-open
Timpone del Ponto,fort
Torre Galli,tower-defensive
Torre Galli,settlement
Torre Mordillo,settlement
Torre Mordillo,fort
Traeis (river),river
Trapeia,settlement
Trebisacce,settlement
Velia/Elea,settlement
Vibonensis Sinus,water-open
Vivarium,settlement
Zephyrium Pr.,cape
Zinga,settlement
Untitled,aqueduct
Untitled,aqueduct
Untitled,aqueduct
Ponte Mormanno,bridge
Untitled,bridge
Untitled,bridge
Untitled,quarry
Temesa Copper Mines,mine-2
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Road segment: Metaurum → Cittanova,road
Untitled,road
Untitled,road
Unnamed road segment,road
Untitled,road
Abala,unlocated
Acheruntia/Acheruntini,unlocated
Ad Fretum Ad Statuam,unlocated
Ad Mallias,unlocated
Ad Mallias,station
Agellum,unlocated
Amantia,unlocated
Amantia,station
Ami…/Ami,unlocated
Amphrisia Saxa,unlocated
Annicia,unlocated
Annicia,station
Apsias,river
Aque Ange,unlocated
Aque Ange,bath
Ares (river),unlocated
Ares (river),river
Argeades (river),unlocated
Argeades (river),river
Argentanum,unlocated
Arianthe/Arinthe,unlocated
Artemision,unlocated
Badiza,unlocated
Balarus,unlocated
Balarus,port
Baletus (river),unlocated
Baletus (river),river
Bergae,unlocated
Besidiae,unlocated
Brystakia,unlocated
Buthrotus/Bulotus (river),river
Camere Ager,unlocated
Carissanum,unlocated
Chone,unlocated
Celennia Praerupta,unlocated
Clibanus M.,unlocated
Clibanus M.,mountain
Consilinum Castrum,unlocated
Cossa/Cosa,unlocated
Crataeis (river),unlocated
Crataeis (river),river
Crimissa/Crimisa,unlocated
Dioscoron,island
Drys,unlocated
Elleporos (river),river
Eranusa (island),unlocated
Eranusa (island),island
Erimon,unlocated
Ethai,unlocated
Eugiton/Eugyon,river
Facenio,unlocated
Frentinum Castrum,unlocated
Garga,settlement
Gargarum,river
Herculis/Erculis,unlocated
Ithacesiae (islands),archipelago
Ixias,unlocated
Ixias,settlement
Klete,unlocated
Kyterion,unlocated
Laboula,unlocated
Laboula,pass
Lagaria,unlocated
Lametinoi,settlement
Latapadon (river),unlocated
Latapadon (river),river
Ligeia,island
Linos Pr.,unlocated
Linos Pr.,cape
Lokanos (river),unlocated
Lokanos (river),river
Lusias,river
Lyka,unlocated
Lyka,spring
Lymphaeum,unlocated
Macalla,unlocated
Malanios,unlocated
Meloessa (island),unlocated
Meloessa (island),island
Menekine,unlocated
Menekine,settlement
Micodes (river),unlocated
Micodes (river),river
Molee/Meleissa (river),unlocated
Molee/Meleissa (river),river
Mustiae,unlocated
Mustiae,settlement
Ninaia,unlocated
Nuceria,unlocated
Ocriculum,unlocated
Ogygia/Calypsus,island
Pallantion,unlocated
Pandosia (Bruttium),unlocated
Pandosia (Bruttium),settlement
Parthenius Portus,unlocated
Patrai,unlocated
Patykos,unlocated
Pecoli/Paccolicus (river),river
Petelina M.,unlocated
Petelina M.,mountain
Petra Haimatos,unlocated
Petra Haimatos,pass
Polie/Polme (river),river
"Polites, T.",unlocated
"Polites, T.",temple-2
Portus Herculis/Herakleous Limen,unlocated
Romechium,unlocated
Semuncla,unlocated
Semuncla,station
Sestion,unlocated
Siberine,unlocated
Stracteros/Stracteos (river),unlocated
Stracteros/Stracteos (river),river
Succeiano,unlocated
Taurianos Skopelos,unlocated
Terinaeus Sinus,water-open
Thelunti/Thesunti,settlement
Tylessos M.,unlocated
Tyris,unlocated
Tyris,island
Veneris,unlocated
Veneris,station
Zakynthos,unlocated
Acherontini,false toponym
Abakainon,settlement
Abakainon,settlement-modern
Abolla,settlement
Abollas (river),river
Achates (river),river
Acis (river),river
Acium,settlement
Acium,station
Acium,cape
Acrae,settlement
Acrae,settlement-modern
Acrillae,settlement
Acrillae,settlement-modern
Ad Fluvium Lanaricum,station
Ad Olivam,station
Adranios (river),river
Monte Adranone (Adranon?),settlement
Adranon,settlement
Adranon,settlement-modern
Aegates (islands),archipelago
Aeoliae (islands),archipelago
Aetna (mountain),mountain
Aetna (mountain),volcano
Agathyrnum,settlement
Aguglia,villa
Agyrium,settlement
Agyrium,fort
Aigithallos Pr.,cape
Aigousa (island),island
Akragas (river),river
Akragas/Agrigentum,ekklesiasterion
Akragas/Agrigentum,settlement
Akragas/Agrigentum,temple
Akragas/Agrigentum,church
Alabon (river),river
Alba (river),river
Alessandria della Rocca,villa
Alia,villa
Allava,station
Amenanus (river),river
Amestratus,settlement
Anapus (river),river
Annunziata di Mascali,villa
Apollonia,settlement
Aquae Segestanae,bath
Arcia di Niscemi,sanctuary
Arethusae Fons,spring
Arethusae Fons,fountain
Argennon Akron,cape
Asinius (river),river
Assia? (river),river
Assinaros (river),river
Assorus,settlement
Assorus,settlement-modern
Bagnoli di S. Gregorio,villa
Bagnoli di S. Gregorio,bath
Balate di Marianopoli,mountain
Balate di Marianopoli,settlement
Bathys (river),river
Bella Cortina,villa
Biancavilla,villa
Bidis?,fortified-settlement
Bidis?,settlement-modern
Bitalemi,sanctuary
Borgellusa di Avola,villa
Borgo Bonsignore,settlement
Boukra Akra,cape
Brikinniai?,sanctuary
Brikinniai?,settlement
Brikinniai?,hill
Buonfornello,villa
Buscemi,settlement
Buscemi,sanctuary
Tellaro Roman Villa (Caddeddi),villa
Calacte,station
Calacte,settlement-modern
Calloniana,station
Calvisiana?,station
Camarina,sanctuary
Camarina,settlement
Camarina,settlement-modern
Camarina,plaza
Campanaio di Montallegro,settlement
Canale di Naro,villa
Canne Masche,villa
Capitium,settlement
Capitium,settlement-modern
Capitoniana,station
Capitoniana,settlement-modern
Capodicasa,villa
Casale di Maniace di Bronte,villa
Casalicchio,sanctuary
Casalotto,villa
Cassibile,settlement
Castagna,settlement
Castellazzo di Palma di Montechiaro,settlement
Castellito di Ramacca,villa
Castello della Pietra,settlement
Castello di Calatubo,settlement
Castello di Palma di Montechiaro,fort
Castello S. Filippo,settlement
Castiglione di Ragusa,settlement
Castroreale S. Biagio,villa
Castroreale S. Biagio,bath
House of Menander,townhouse
Roman road,road
Suhail,island
Suhail,settlement
al-Jazirah (region),region
Nuraghe di Tanca Manna,monument
Hypogeum of Clepsina,tomb
Graeco-Roman theater at Marina di Gioiosa Ionica,theatre
Roman theater at Petra,theatre
Mithraeum at Segontium,temple-2
Puentecillas,bridge
Temple of Hercules Victor,temple-2
Sacred Area of S. Omobono,sanctuary
Sacred Area of S. Omobono,temple-2
Oenoanda bridge,bridge
Villa del Río Roman bridge,bridge
Villamargo,villa
Adad Gate,unlocated
Adad Gate,city-gate
City Wall of Dura-Europos,city-wall
Eastern Outer Wall of Babylon,city-wall
Karacamirli Tepe 5,cemetery
Kamouh el Hermel,monument
Porta Collina,city-gate
Via Severiana,road
Mount Juktas,mountain
Arapsu Bridge,bridge
Band-e Kaisar,bridge
Band-e Kaisar,dam
Illeta dels Banyets,settlement
Spurie (island),island
Columbarium in via Luigi Tosti,tomb
Lago di Giulianello,lake
Torre dei Capocci,fort
Torre dei Graziani,tower-single
Clivus Suburanus,street
Late Antique domus,townhouse
Alta Semita,street
Roman amphitheater at Urbs Salvia,amphitheatre
Priniatikos Pyrgos,settlement
Pedroches Roman Bridge,bridge
Tumulus MM,tumulus
Vega del Mar,church-2
Vega del Mar,basilica
Alcazaba de Villavieja,amphitheatre
Lisht,cemetery
So-called House of the Mosaic Columns,estate
Telul eth-Thalathat,settlement
Wittenham Clumps,hill
Woodhouses Hill Fort,hillfort
Chûn Quoit,tumulus
Voley Castle,hillfort
Belas Knap Longbarrow,tumulus
Porticus Octaviae,architecturalcomplex
Forre di Corchiano,cultural-landscape
Palatial House at Rhodes,architecturalcomplex
Palatial House at Rhodes,bath
Ninurta-mukīn-temmēn-ālišu-ana-labār-ūmē-rūqūti,city-wall
Adad Gate,unlocated
Adad Gate,city-gate
Ištar Gate,unlocated
Ištar Gate,city-gate
Castellina del Marangone,settlement
Khorsabad Palace F,palace-complex
Khorsabad Palace F,palace
Khorsabad Residence L,palace
Khorsabad Residence K,palace
Nabû temple (Khorsabad),temple-2
Sebetti temple (Khorsabad),temple-2
Sîn temple (Khorsabad),temple-2
Ninurta temple (Khorsabad),temple-2
Thracian Tomb of Sveshtari,tomb
Ponte di Traiano,bridge
Tomb of Senwosret III,tomb
Necropolis of Oretum,cemetery
Dover Castle,castle
Church of Saint Demetrius,church-2
Church of Saint Demetrius,church
Necropolis at Sutrium,cemetery
Qalhat,settlement
Qalhat,archaeological-site
Thimlich Ohinga,settlement
Ponte Acque Alte,bridge
Crypta Neapolitana,tunnel
Castrum Rauracense,fort-2
Castrum Rauracense,defensive-wall
Castrum Rauracense,settlement-modern
Spring at Temple of Apollo,spring
Theban Tomb 414 (TT 414),tomb
Faras Cathedral,church-2
Elephant tomb at Carmona,garden-hortus
Elephant tomb at Carmona,tomb
Elephant tomb at Carmona,sanctuary
Elephant tomb at Carmona,temple-2
Villa del Cortijo de los Vila at Alameda,garden-hortus
Villa del Cortijo de los Vila at Alameda,fountain
Villa del Cortijo de los Vila at Alameda,villa
"Regio VIII, Pompeii",urban
Lino Tower (Mykonos),tower-defensive
Thrage/Thrake,unlocated
Tisichis,unlocated
Titkois,unlocated
Tochnoubis,unlocated
Tolkis,unlocated
Topos Apa Klaudiou,unlocated
Topos Apa Kollouthou,unlocated
Topos Apa Viktoros,unlocated
Topos Onnophriou,unlocated
Tse,unlocated
Aegyptus (Roman imperial province),province-2
Abu Diyeiba,settlement
Abu Diyeiba,mine-2
Abu Garahish,settlement
Abu Gariya,station
Abu Gerida,fort
Abu Greiya,station
Abu Sha'ar,fort-2
Abu Sha'ar,well
Abu Sha'ar al-Bahri,station
Abu Zawal,station
Abu Zawal,fort
el-'Aras,station
Atrash Northeast,station
Bab el-Mukhenig,station
Badia',station
Badia',fort
Bir Salah,station
Bir Sirbakis,settlement
Bir Umm Disi,settlement
Bir Wasif,settlement
Bir Wasif,well
Bukhalug,settlement
Mons Claudianus,mountain
Deir Abu Sha'ar el-Qibli,station
Deir Abu Sha'ar el-Qibli,archaeological-site
Deir el-Atrash,fort-2
Deir el-Atrash,station
Deir Kebir Wadi Ma'amal,fort
Deir Semna,fort
Deir Sugheir Wadi Ma'amal,fort
Deir Umm Diqal,settlement
Drepanum (promontory),cape
Eridiya,settlement
Eridiya,mine-2
Fatira el-Beida,station
Fatira el-Beida el-Qibli,station
Footpath Station,fort
Gebel Zeit,mine-2
Ghuzza,ruin
Ghuzza,archaeological-site
Gidami,station
el-Heita,station
Ichthyophagi,label
Ichthyophagi,people
Klaudianon,quarry
Klaudianon,fort
Klaudianon,labeled feature
Lycabettos,settlement
Lycabettos,quarry
Maghrabiya,settlement
Milaha al-Nakhl,settlement
Northwest Village,settlement
Porphyrites (mountain),mountain
Porphyrites (mountain),quarry
Poseidion Pr.,cape
Qasr Hadie,fort
Qattar,fort-2
Qattar,station
Quei,station
Saqia,settlement
el-Saqqia,station
Semna,settlement
Semna,station
Semna,mine-2
Semna,fort
Semna,unknown
Tiberiane,fort
Umm 'Anab,settlement
Umm Balad,fort-2
Umm Balad,quarry
Umm Dalfa,station
Umm Esh,settlement
Umm Hayatat,settlement
Umm Huyut,settlement
Umm Shegilat,settlement
Umm Sidra,fort
Umm Towat,settlement
Umm Towat,archaeological-site
Wadi Abu Shuwehat,station
Wadi Am Missara,settlement
Wadi Belih,fort-2
Wadi Markh,settlement
Wadi Nagat,church-2
Wadi Qalt el-Naga,settlement
Wadi Safaga,station
Wadi Saqia,settlement
Wadi Umm Dhaya,unknown
Aeas M.,unlocated
Aeas M.,mountain
Aenum,unlocated
Akanthion,unlocated
Dia,island
Isidis (island),unlocated
Isidis (island),island
Kampe,unlocated
Miltodes M.,unlocated
Ophites M.,unlocated
Philoteras,unlocated
Phocarum,island
Raima,unlocated
Salydo,island
Sapirene,island
Scytala (island),island
Soukabya,island
Aethusa (island),island
Africa (region),region
Africum Mare,water-open
Africum Mare,label
Abu Gerara,station
Ain Amour,oasis
Ain Amour,settlement
Ain Borek,settlement
Ain Elwan,settlement
Ain Hussein,settlement
Ain Labakha,settlement
Ain Mabruka,settlement
Ain Marraga,settlement
Ain Rammah,settlement
Ain Tauleib,settlement
Ain Ziyada,settlement
Anhydra Ore,labeled feature
Badaran,settlement
Bagawat,settlement
Bagawat,cemetery
Balat,settlement
Baram,well
Baris?,oasis
Bashendi,settlement
Beleida,settlement
Dakhakhin,settlement
el-Deir,fort-2
el-Deir,cemetery
el-Deir,fort
Deir Mustafa Kashef,fort
Enoria Hibeos,labeled feature
Esotero (Oasis),oasis
Exotero (Oasis),labeled feature
Gebel Tafnis,church
Gebel Teir,church
Germeshin,church
Qasr al-Gib,fort-2
Hatteiyet Zakaran,settlement
Hibis,oasis
Hibis,settlement
Hibis,archaeological-site
Hibis,temple-2
Hibites Nomos,province
Hindaw,settlement
Jmr-t,settlement
Jmr-t,archaeological-site
Jmr-t,temple-2
*Kalamon,settlement
Kellis,settlement
Kellis,archaeological-site
Kysis,settlement
Libyaigyptioi,labeled feature
Mahabat Khanafiss,settlement
Manawir el-Biyut,settlement
Manawir el-Biyut,cemetery
Mansuriya,settlement
Mazikes,labeled feature
Meks Bahari,settlement
Meks Gibli,settlement
Meks Gibli,settlement-modern
Mothis,settlement
Mothites Nomos,province
el-Nadura,temple
Nobatai,people
Oasis Magna/Thebaidos,oasis
Oasitai,labeled feature
[*Parammon]?,fort-2
[*Parammon]?,settlement
Pege Sykaminia?,settlement
[Per-ousekh],temple-2
(P)Mounesis,settlement
el-Qasr,settlement
el-Qasr,settlement
Qasr Nessima,settlement
el-Qosseir,fort
*Sioua,region
*Sioua,settlement
*Sioua,temple-2
Qasr al-Sumayra,archaeological-site
Qasr al-Sumayra,fort
*Tabennese,settlement
Tabennese Oros,mountain
Tchonemyris,settlement
Tchonemyris,temple-2
*Thenete/Ten(...),settlement
Thinodes Oros,mountain
Toparchia Kyseos,labeled feature
Trimithis,settlement
Trimithis,archaeological-site
Umm al-Dabadib,settlement
Untitled,quarry
Enoria Hibeos,unlocated
86 Hydreumata: Pmoun + proper name,unlocated
Tbelo kato,unlocated
Toparchia Kyseos,unlocated
Chosis,unlocated
Hydreuma Sey,unlocated
Hydreuma Tmarsios,unlocated
Komai Kyseos,unlocated
Pege Philosarapidos,unlocated
Pinhor,unlocated
Pmoun Ousire,unlocated
Pmoun Pisistratou,unlocated
Pmoun Res,unlocated
Pmoun Tae,unlocated
Pousis,unlocated
Psenmau,unlocated
Sebennei,unlocated
Tapaiy,unlocated
Tsenborinou,unlocated
Trimithis-Mothis region,unlocated
Bait…/ Bait,unlocated
Hei,unlocated
Heme,unlocated
Meskam(...),unlocated
Mesobe,unlocated
Ouala,unlocated
Pmoun Imouthou,unlocated
Pmoun Paleou,unlocated
Pmoun Tametra,unlocated
Pmoun Tkoto,unlocated
Psebtanesis,unlocated
Thio/ Thi,unlocated
Tnabe,unlocated
Tpake,unlocated
Alpes (mountains),mountain
Alpes (mountains),label
Abaton,tomb
Abaton,sanctuary
Abbad,station
Abu Ghalqa,fort
Abu Greiya,mine
Abu Hegilig North,fort-2
Abu Hegilig North,fort
Abu Hegilig South,fort
Abu Ku,station
Abu Midrik,fort-2
Abu Rahal,station
Abu Rahal West,station
Abu Rushaid,settlement
Akathartos Kolpos,water-open
"Apa Epiphanius, Mon.",church
Apa Phoibammon (monastery),sanctuary
Apa Phoibammon (monastery),architecturalcomplex
Apa Phoibammon (monastery),monastery
Aphrodites (Oros),fort
Aphrodites Nesos,island
Apollonopolis Magna,settlement
Apollonopolis Magna,archaeological-site
Apollonopolis Parva/Diocletianopolis,settlement
Apollonopolis Parva/Diocletianopolis,settlement-modern
Apollonos,fort
Aristonis,fort-2
Aristonis,fort
‘Asfynis’,settlement
Atalla,mine-2
Atalla,fort
Attut,mine-2
Bakare,mine-2
Barramiya,fort-2
Berenicidis M./Smaragdos Oros,mountain
Berenicidis M./Smaragdos Oros,label
Berenice/Berenike,settlement
Berenice/Berenike,port
Berenice/Berenike,archaeological-site
Bezah,fort
Bezah West,station
Bir Abbad,well
Bir Asale,well
Bir Beida,labeled feature
Bir Dabab,well
Bir el-Qash,well
Bir el-Sid,well
Bir Handosi,well
Bir 'Iayyan,station
Bir Kareim,settlement
Bir Mueihla,well
Bir Taw al-Kefare,labeled feature
Boucheion,cemetery
Cabalsi,fort
Cataracta Prima,rapid
Compasi,well
Compasi,fort
Contra Apollonos,settlement
Contra Latopolin,settlement
Contra Ombos,settlement
Contra Syenem,settlement
Coptos,settlement
Coptos,port
Coptos,archaeological-site
Daghbag South,station
Deir el-Bakhit,church
Didymoi,fort-2
Didymoi,fort
Diospolis Magna/Thebai,settlement
Dunqash,settlement
Eileithyiaspolis,settlement
Elephantine,settlement
‘Falacro’,fort
Gariya Ali Mohammed Husein,labeled feature
Gebel Rokham,quarry
Gebel Zabara,settlement
Gebel Zabara,mine-2
Gelli,settlement
Gelli,mine-2
Hamesh,mine-2
Hammamat (station),fort-2
Hammamat (station),station
Hamra,fort
Handosi,station
Hangaliya,settlement
Hangaliya,mine
Hermonthis,settlement
Hermonthis,settlement-modern
Nekhen/Hierakonpolis,settlement
Hilal,settlement
Hydreuma to epi tou Paneiou,station
Hydreuma to epi tou Paneiou,fort
Iovis,fort
Isieiou Oros,church
Iteima/Dawwi,fort
Kab Marfu'a,settlement
Kaine/Maximianopolis,settlement
Kalalat 1,fort
Kalalat 2,labeled feature
Kalalat 2,fort-2
Karnak,sanctuary
Karnak,architecturalcomplex
Karnak,temple-2
Karnak,archaeological-site
Kastron Thebon,fort
Krokodilo,archaeological-site
Krokodilo,fort
Krokodilopolis/Terkythis,settlement
Kubaniya,temple
Lahami,station
Lahami,fort
Latopolis,settlement
Lepte Akra,cape
Malge,mine
Matula,fort-2
Matula,fort
Maximianon,fort-2
Memnon Colossi,monument
Memnonia,settlement
Mersa Dabr,station
Myos Hormos?,settlement
Myos Hormos?,port
Nag el-Hasaya,cemetery
Nakheil,settlement
Nakheil,fort
Nechesia?,settlement
Novum Hydreuma,fort-2
Novum Hydreuma,station
Nugrus,settlement
Omboi,settlement
Omboi,architecturalcomplex
Omboi,temple-2
Pallas,settlement
Paneion 1,station
Paneion 2,settlement
Pathyris/Aphroditopolis (settlement),settlement
Pathyris/Aphroditopolis (settlement),cemetery
Persou (Bir Umm Fawakhir),settlement
Persou (Bir Umm Fawakhir),quarry
